materia,grado,periodo,tema
Idioma extranjero: inglés,5,I,"Function Language | Vocabulary
UNIT 1: In style
Comparative adjectives, adverbs, as…as
on the first site, the shoes were much more expensive. I took the t-shirt out of the box as quickly as I could
The simple present with future meaning
The bus leaves at 6:15 | UNIT 1: In style
Clothes
Parts of clothes
pronunciation : plural pronunciation of “s”
UNIT 2: Future technology
The first conditional
If my mom says it’s OK, then I’ll
go.
The zero and first conditional
if the floor is dirty, a robot drives around the clean
If I’m hungry, I’ll ask the freezer, “what ice cream do we have?” | UNIT 3: Jim-nastic
The passive (present simple)
Dog surfing competitions are organized by people all around the world
Modal verbs
Birch may have made a mistake.
This could be the most important point today | UNIT 2: Future technology
Technology Verbs for using computers
Pronunciation; syllable stress in two-syllable words | UNIT 3: Jim-nastic
Sports
Activities
Gas
People
equipment
pronunciation: contracted forms"
Idioma extranjero: inglés,5,II,"Function Language | Vocabulary
UNIT 4: Be careful
The present perfect with how long, for, since
I haven’t felt well for a week.
she had a problem with the heart since April
The present progressive for future plans
we’re talking her to the vet tonight. | UNIT 4: Be careful
Accidents and illnesses
Health and medicine
pronunciation: sentence stress
UNIT 5: Fun foods | UNIT 6: Environmentally friendly | UNIT 6 Environmentally friendly
Rather and prefer
I prefer carrots to broccoli
I’d rather have salmon
The passive (past simple)
the sandwich wasn’t made from
bread
It was made from two cookies and some ice | A lot of, lots of, a few, a little, many, much	MALLA CUR
There’s a lot of water from our town’s river
There are lots of fish living in the water
Many people don’t believe me.
My house doesn’t use much
electricity
There's a little milk in the fridge.
We only throw away a few bags each year
Tag questions
Everyone recycles a lot, don’t
they?
you couldn’t recycle, could you? | Cooking  ingredients  Cooking
RICULAR actions and equipment
pronunciation: verbs endings in the past | Home	F
The environment pronunciation: word stress."
Idioma extranjero: inglés,5,III,"Function Language
UNIT 7: feeling it
Don’t need to, have to, should, ought to
I have to wait until I'm older.
If your parents say you can’t have a snake, you should not get a snake without telling your parents!
you don’t need to worry if some of your ideas aren’t very good.
you ought to write about something you love.
Such … that / so … that
it’s so funny that my mom and I always laugh a lot! it’s such a relaxing place that I once fell asleep there! | UNIT 7: feeling it
Feelings and emotions
Well being
Pronunciation: /b/ /v/ /w/
UNIT 8: pretty cities	MALLA CU
Indirect questions
Do you know how many paintings there are?
Used to / didn’t use to
They used to make the air very dirty.
Today the trains are electric, but they didn’t use to be | F
RRUINCIUT L8A: pRretty cities
A tour of a city
Visiting new places Pronunciation: intonation in questions
UNIT 9: Light, camera, action!
Causative have / get
mom’s having a special superhero cake made for me
The second conditional
If I had $250 million, I’d buy cameras and costumes for the actors | UNIT 9: Light, camera, action!
TV and movie genres
Television Pronunciation: word stress"
Idioma extranjero: inglés,6,I,"Function Language | Vocabulary
Welcome + Unit 1 – Having a Good Time Grammar:
Verb to be
Object pronouns
Have got
Like / I’d like
Present simple
Like + -ing
Adverbs of frequency
Prepositions of time/place

Communicative Functions:

Talking about myself and others.
Spelling names and places.
Talking about likes and dislikes.
Describing routines and daily activities.
Giving warnings and stating prohibition.
Socializing: greetings, introductions, and asking about interests.
Talking about classroom objects and rules. | Welcome + Unit 1 – Having a Good Time

Nationalities
Hobbies and free-time activities
Classroom objects and language
Days, dates, and times
Feelings and personal preferences
Collocations with have (e.g., have fun, have a party)
Unit 2 – Spending Money Grammar:
Present continuous
Stative verbs
Present simple vs. present continuous
How much / How many
Countable and uncountable nouns
Communicative Functions:
Describing what people are doing right now.
Buying clothes / Asking about prices.
Describing people and what they’re wearing.
Talking about preferences and opinions when shopping.
Making decisions based on empathy and needs. | Unit 2 – Spending Money
Clothes and accessories
Shops and shopping.
Common adjectives (e.g., big, cheap, comfortable).
Colors and styles.
Unit 3 – We Are What We Eat Grammar:
Countable and uncountable nouns
Quantifiers: some, any, much, many, a lot of, too, not enough
Expressions with have
Communicative Functions:
Talking about food preferences.
Ordering food at a restaurant.
Apologizing politely.
Describing what you eat and how healthy it is.
Comparing food habits. | Unit 3 – We Are What We Eat
Food and drinks
Meals and ingredients
Healthy and unhealthy food
Common verbs for eating (eat, drink, taste, order)
Expressions with have (have breakfast, have a snack)
Unit 4 – All in the Family Grammar:
Possessive adjectives and ’s
Whose…?
Was/were (past of to be)
Communicative Functions:
Talking about family members and relationships.
Asking for and giving permission.
Describing people’s appearance and personality.
Talking about past routines and family events.
Expressing feelings and emotions. | Unit 4 – All in the Family
Family members.
Personality traits and emotions.
Household objects and routines.
Words for comparisons (older, younger, more, less).
Feelings (happy, proud, sad, angry, etc.)"
Idioma extranjero: inglés,6,II,"Function Language | Vocabulary
UNIT 5 – NO PLACE LIKE HOME
Grammar

Past simple (regular and irregular verbs)
Time expressions with past simple
Past simple: affirmative, negative, and questions

Communicative Functions:

Talking about events in the past
Describing places, and past experiences
Asking and answering questions about holidays or routines. | Vocabulary

Parts of a house and furniture
Holiday activities and places
Phrasal verbs with look
Adjectives with -ed and -ing
UNIT 6 – FRIENDS FOREVER

Grammar

Past continuous
Past simple vs. past continuous
When / While clauses

Communicative Functions:

Talking about what people were doing at a specific time
Describing past events and situations
Expressing feelings in different situations | UNIT 6 – FRIENDS FOREVER

Vocabulary

Past time expressions
Personality adjectives
Emotions and reactions
Friendship-related actions and verbs
UNIT 7 – HELPING OUT

Grammar

Modals: should, must, don’t have to
Imperatives (positive and negative)
There is / There are (review for home contexts) | UNIT 7 – HELPING OUT

Vocabulary

Household chores and responsibilities
Family roles and help at home
Advice expressions and modal verbs
Communicative Functions:

Giving advice and making suggestions
Talking about responsibilities and house chores
Expressing obligation and lack of necessity
UNIT 8 – AMAZING GADGETS

Grammar:
Present simple (review)
Expressing opinions and reasons
Connectors: and, but, because
Function and Language:
Describing gadgets and their uses.
Giving opinions and preferences.
Comparing and recommending technological items. | UNIT 8 – AMAZING GADGETS
Vocabulary:
Gadgets and devices (tablet, headphones, smartwatch, etc.)
Technology verbs (charge, connect, download)
Opinion phrases and adjectives (useful, modern, expensive)"
Idioma extranjero: inglés,6,III,"Function Language | Vocabulary
UNIT 9: WILD AND WONDERFUL

Grammar

Comparative adjectives

Superlative adjectives

can / can’t for ability

Communicative functions:

Talking about the weather.

Developing speaking: giving compliments. | Vocabulary

Geographical features

The weather

WordWise: Phrases with with
UNIT 10: MAKE IT HAPPEN

Grammar:

be going to for intentions

Present continuous for future arrangements

Object pronouns

Communicative functions:

Making and responding to suggestions

Developing speaking: giving reasons | Vocabulary

Sports and activities

Weekend plans

WordWise: Phrases with go
UNIT 11: BODY AND MIND

Grammar

have to / don’t have to for obligation

should / shouldn’t for advice

Adverbs of manner


Communicative functions:

Talking about health and rules

Developing speaking: giving advice | Vocabulary

Parts of the body

Illnesses and health habits

WordWise: Phrases with have
UNIT 12: GOING PLACES

Grammar

will / won’t for predictions

Future time expressions

Revision of comparatives and superlatives


Function and Language

Talking about future possibilities

Developing speaking: discussing options | Vocabulary

Holiday destinations

Travel and transport

WordWise: Phrases with get"
Idioma extranjero: inglés,7,I,"Function Language | Vocabulary
Unit 1: Sport for all 

Grammar:

Adverbs of frequency
Gerunds


Communicative functions:

Talking about sports preferences and activities
Giving reasons and expressing opinions
Describing routines and current activities
Preparing and delivering short spoken explanations
Offering encouragement and suggestions | Vocabulary:

Sports
Sports equipment
Sports places and facilities
People involved in sports
Sports-related activities and expressions
Unit 2: Friends Forever 

Grammar:

Comparatives and superlatives
Adverbs of degree
Question tags
Prepositional questions



Communicative functions:

Describing and comparing people
Talking about personality and friendship
Expressing opinions about relationships
Giving and supporting opinions
Presenting ideas about friendship
Asking and responding to questions in conversations | Vocabulary:

Personality adjectives
Friendship vocabulary
Verb phrases related to friendship
Expressions for describing relationships
Words and expressions for expressing opinions
UNIT #3:Getting Around Town 

Grammar:

Present simple for future meaning
Imperative structures



Communicative Functions: | Vocabulary:

Transport
Movement and travel
Transport collocations
Places around town
Directions and route-related expressions
Vocabulary related to transportation apps and advertisements
Talking about transportation and movement
Asking for information
Giving information about routes and transportation
Giving directions and instructions
Responding to a partner's opinions
Making polite requests
Checking and clarifying information"
Idioma extranjero: inglés,7,II,"Function Language | Vocabulary
UNIT #5: MUSIC TO MY EARS

Grammar in Unit #5:

Present perfect continuous

Present perfect vs. present perfect continuous


Communicative Functions:

Asking about feelings

Giving and responding to suggestions

Talking about experiences and musical activities | Vocabulary:

Making music

Musical instruments

Word Wise: Phrasal verbs with out (try out, help out, work out, etc.)
UNIT #6: NO PLANET B | Vocabulary:
Grammar in Unit #6:

Will (not), may (not), might (not) for prediction

First conditional

Unless in conditional sentences


Communicative Functions:

Expressing surprise and enthusiasm

Making predictions

Talking about environmental actions and consequences | The environment

Verbs to talk about energy (save, waste, generate, consume, etc.)

Climate and sustainability terms
UNIT #7: THE FUTURE IS NOW

Grammar:

Future forms (will, going to, present continuous)

Question tags

Nor, neither, so


Communicative Functions:

Checking and confirming information

Expressing agreement and disagreement

Talking about future plans and events | Vocabulary:

Future time expressions (soon, in a few years, eventually, etc.)

Organizing a party

Word Wise: Phrases with about (think about, worry about, talk about, etc.)
UNIT 8: SCIENCE AND US

Grammar:

Simple past vs. past continuous (review)

Used to

Second conditional

I wish


Communicative Functions:

Talking about past habits

Describing imaginary situations

Explaining scientific facts and discoveries | Vocabulary:

Direction and movement

Science and technology terms

Hypothetical and time-related expressions"
Idioma extranjero: inglés,7,III,"Function Language | Vocabulary
Unit 9 – Working Week

Grammar

Passive voice in:

Present simple

Past simple

Present continuous

Present perfect


Communicative Functions

Accepting and refusing offers and invitations

Role play: Inviting friends to join you | Jobs and occupations

Work expressions: work as / in / for

Work vs. job

Word Wise: Time expressions with in
MIND AND BODY
Grammar in unit # 10:

Past perfect | Vocabulary:
Time linkers
Illness: collocations
Linking expressions

Communicative functions:

Talking about your health
BREAKING NEWS
Grammar in unit # 11:
Reported statements
verb patterns: object + infinitive
Communicative functions:
Reporting what someone said
Expressing feelings: anger | Vocabulary:
Fun
More verbs with object + infinitive
Word wise: Expressions with make
RULES AND REGULATION
Grammar in unit # 12:
Be allowed to / let.
Third conditional

Communicative functions:

Talking about permissions
Following and giving simple instructions. | UNIT # 12: RULES AND REGULATION
Vocabulary:

Discipline
Consequences and reasons."
Idioma extranjero: inglés,8,I,"Function Language | Vocabulary
UNIT # 1: The right fit 


Grammar:

• Present simple and present continuous
• Stative verbs
• Adjective order 


Functions and Speaking:
• Describing clothes and outfits
• Talking about clothing preferences
• Giving reasons and justifying choices
• Giving encouragement and feedback
• Organising and structuring spoken responses | Vocabulary:
• Clothes
• Clothing adjectives
• Clothing styles and outfits
• Words and expressions for describing appearance
• Vocabulary for expressing preferences and giving reasons
UNIT #2: Free time 

Grammar:

• Past simple
• Past continuous
• Past perfect
• Adverbs of sequence

Functions and Speaking:

• Talking about past experiences
• Narrating past events
• Sequencing events
• Talking about leisure activities and media
• Giving opinions about free-time activities
• Giving a short presentation | Vocabulary:

Leisure activities
Hobbies and free-time activities
 Entertainment
 Media and digital entertainment
 Descriptive verbs
 Time expressions and periods
UNIT #3: THE NATURAL WORLD

Grammar:

• Present perfect
• Past simple
• Used to

Functions and Speaking:

• Talking about experiences and changes over time
• Asking and answering questions about nature
• Describing animals and landscapes
• Comparing past and present situations
• Expressing opinions about environmental issues
• Giving positive and constructive feedback | Vocabulary:
• Animals
• Landscapes and natural environments
• Environmental vocabulary
• Animal characteristics and adaptation
• Words for describing changes over time
• Vocabulary for asking questions and giving feedback"
Idioma extranjero: inglés,8,II,"Function Language | Vocabulary
UNIT # 5: Storytelling


Grammar:
Relative pronouns
Defining and non-defining relative clauses
Relative clauses with which


Functions and Speaking
- Telling a story. | Type of story
Elements of a story
UNIT # 6: That´s impossible


Grammar:
Present and past passive (review)
have something done
Future and present perfect passive.


Functions and Speaking
Talking about sequence.
Explaining how things are done. | Extreme adjectives and modifiers
Make and do
UNIT # 7: Breaking away


Grammar:
make / let and be allowed to
be / get used to


Functions and Speaking
Talking about permission.
Talking about habits.
Invitations.
Developing speaking: being more flexible
Role play: accepting or refusing invitations | Phrasal verbs (1)
Personality
Word Wise: Phrasal with all
UNIT # 8: Crime and punishment


Grammar:
Reported speech (review)
Reported questions, requests, and imperatives


Functions and Speaking
Giving and reacting to news.
Reporting what someone said, asked, or requested. | Crime
Reporting verbs"
Idioma extranjero: inglés,8,III,"Function Language | Vocabulary
UNIT # 9: it’s a mystery!


Grammar:
Modals of deduction (present)
should(n’t) have
Modals of deduction (past)


Functions and Speaking
- Making deductions. | Mysteries
Expressions with go
UNIT # 10: Money


Grammar:
Future continuous
Future perfect


Functions and Speaking
Talking about past events
Sympathizing
Developing speaking: talking about having or not having money | Money and value
Jobs and work
Word Wise: phrases with by
UNIT # 11: Emergency!


Grammar:
Verbs followed by gerund or infinitive
to / in order to / so and such


Functions and Speaking
Expressing purpose
Emphasizing | Danger and safety
Adjectives with negative prefixes
UNIT # 12: Life’s first


Grammar:
Phrasal verbs; I wish / If only + past perfect


Functions and Speaking
Expressing regret
Talking about fears | Phrasal verbs (2)
Nervousness and fear"
Idioma extranjero INGLÉS,9°,I,"S
Function Language | Vocabul ary
American Think 4. Cambridge:
How adventurous are you?
Learning from other cultures
3.	Developing independence
4.	Appreciating creative solutions



UNIT 1: SURVIVAL INSTINCT (page 4-12)
Grammar:
Verbs followed by infinitive or gerund
-Verbs which take gerund and infinitive with different meanings: remember, forget, regret, try, stop


Functions and Speaking
Issuing and accepting a challenge
Discussing situations and your emotional reactions to them | UNIT 1:
Verbs of movement
Adjectives to describe uncomfortable feelings

Word Wise: right
UNIT 2: ON THE ROAD (page 20- 29)
Grammar:
Relative clauses (review)
Which to refer to a whole clause
Omitting relative pronouns
Reduced relative clauses

Functions and Speaking | UNIT 2:
Groups of people
Phrasal verbs
Introducing information
Discussing Nomadic people
UNIT 3: GROWING UP (page 30-37)
Grammar:
Quantifiers
So and such (review)
Do and did for emphasis


Functions and Speaking
Emphasizing
Discussing sharenting | UNIT 3:
Costumes and uniforms
Bringing up children
UNIT 4: THE ART OF THINKING (page 38 - 47)
Grammar:
Be / get used to - vs- Used to (do)
Adverbs and adverbial phrases

Functions and Speaking
Expressing frustration
Guessing game to practice personality adjectives | UNIT 4:
Personality adjectives
Common adverbial phrases

Word Wise: good"
Idioma extranjero INGLÉS,9°,II,"Function Language | Vocabul ary
American Think 4. Cambridge:


5.Learning from elderly people
.. 6 . Doing good
7. What cheers me up
8. Lists





UNIT 5: TOO MUCH TECH? (page 48 – 55)
Grammar:
Obligation, permission and prohibition (review)
Necessity: I didn’t have to / didn’t need to
Ability in the past: (could, was/were able to, managed to, succeeded in)

Functions and Speaking
Advice and obligation
Talking about technology | UNIT 5:
Technology (nouns)
Technology (verbs)
UNIT 6: BETTER TOGETHER (page 56 - 65)
Grammar:
Comparatives
Linkers of contrast


Functions and Speaking
Using intensifying comparatives
Discussing community projects
Role play: The missing suitcase | UNIT 6:
Ways of speaking
Friendship idioms
UNIT 7: ROSE-TINTED GLASSES (page 66-73)
Grammar:
Ways of referring to the future (review)
Future continuous
Future perfect

Functions and Speaking
Cheering someone up
Silver lining game: thinking of optimistic solutions | UNIT 7:
Phrases to talk about the future: about to, off to, (period of time)away from
Feelings about the future events
Word Wise: so
UNIT 8: LIST IT! (page 74- 83)
Grammar:
Conditionals (review)
Mixed conditionals
Functions and Speaking
Saying “Yes” and adding conditions
Discussing wonders of the world | UNIT 8:
Phrasal verbs (2)
Alternatives to “if”: suppose, provided, as long as, otherwise, unless"
Idioma extranjero INGLÉS,9°,III,"S
Function Language | Vocabul ary
American Think 4. Cambridge:


Being diplomatic
News or not?
Who we are
Human activity and the natural world
UNIT 9: TAKE CHARGE (page 84-91)
Grammar:
I wish/if only
I would prefer to/ if it’s time, I’d rather /sooner


Functions and Speaking
Asking someone politely to change their behavior
Discussing further education and work experience | UNIT 9:
Life’s ups and downs
Work and education
UNIT 10: UNBELIEVABLE NEWS (page 92-101)
Grammar:
Reported speech (review)
Reported Questions and request | UNIT 10:
Sharing news
Reporting verbs
Functions and Speaking
Making a point
Introducing news
Interviewing a well-known person
Discussing the ethics of journalism | Word Wise: Expressions with way
UNIT 11: SHOOT FOR THE STARS (page 102-109)
Grammar:
Speculating (past, present and future)
Cause and effect linkers

Functions and Speaking
Sympathizing about past situations
Discussing life in space
Discussing films
​ | UNIT 11:
Space idioms
Adjectives commonly used to describe movies
UNIT 12: OFF THE BEATEN TRACK (page 110-119)
Grammar:
Passive report structures
The passive: verbs with two objects


Functions and Speaking
Speaking persuasively
Giving a presentation about human activity and the natural world | UNIT 12:
Geographical features
Verb + noun collocations"
Idioma extranjero INGLÉS,10°,I,"Function Language | Vocabular y
UNIT 1: FAMILY MATTERS (page 4-12)
Grammar:
Talking about habits
Adverbs to express attitude


Functions and Speaking
-Using emotive language
-Talking about problems with a brother or sister and giving advice on how to deal with these problems. | UNIT 1:
Personality (1)
Personal conflict
UNIT 2: SWEET DREAMS (page 20- 29)
Grammar:
Past tenses with hypothetical meaning
Adverbs for modifying comparatives
Functions and Speaking
Giving advice
Talking about dreams and what they mean to us | UNIT 2:
-Sleep
- Idioms with sleep and dream
UNIT 3: LUCK FOR SOME? (page 30-37)
Grammar:
Mixed conditionals (review)
Alternatives to if
Functions and Speaking | UNIT 3:
Phrasal verbs
Expressions with luck


WordWise: Expressions with over
Talking about luck
Giving encouragement to someone who’s feeling nervous
UNIT 4: HAVING A LAUGH (page 38 - 47)
Grammar:
Emphatic structures
Boosting

Functions and Speaking
Responding to jokes
Talking about funny things that happened | UNIT 4:
Laughter
Idioms with laugh and joke"
Idioma extranjero: inglés,10,II,"Function Language | Vocabular y
UNIT 5: WHAT A THRILL! (page 48 – 55)
Grammar:
Participle clauses
Verbs of perception with infinitive or gerund

Functions and Speaking
Discussing risky activities
Giving and reacting to an opinion | UNIT 5:
Thrill seeking
Idioms with hot and cold
UNIT 6: FAMOUS LIVES (page 56 - 65)
Grammar:
Modals 1: may, might, can, could, will, won’t
Modals 2: should, shouldn’t, must, mustn’t, can’t
Functions and Speaking
Complaining
Discussing sports teams | UNIT 6:
Admiration
Fame

WordWise: Expressions with take
UNIT 7: A THING OF BEAUTY? (page 66-73)
Grammar:
Substitution (the ones, so, that of, do)
Ellipsis

Functions and Speaking
Language of persuasion
Discussing beauty | UNIT 7:
Fads
Emotional responses
UNIT 8: CRACKING THE CODE (page 74- 83)
Grammar:
Relative clauses with determiners and prepositions
however, wherever, whatever, etc | UNIT 8:
Language and communication
Personality (2)
Functions and Speaking
Saying that you don’t understand or didn’t fully hear
Talking about language"
Idioma extranjero INGLÉS,10°,III,"Function Language | Vocabular y
UNIT 9: FAIRNESS MATTERS (page 84-91)
Grammar:
Negative inversión
Spoken discourse markers


Functions and Speaking
Discussing inequality
Talking imprecisely about numbers | UNIT 9:
Court cases
Fairness and equality



WordWise: Expressions with on
UNIT 10: LEARNING FOR LIFE (page 92-101)
Grammar:
Reported verb patterns (review)
Passive report structures | UNIT 10:
Higher education
Life after school
Hedging


Functions and Speaking
.- Reacting to news
Talking about higher education
UNIT 11: THE MODERN WORLD (page 102-109)
Grammar:
More on the passive
Causative have (review)
Modal passives (review)


Functions and Speaking
Telling someone to keep calm
Talking about 21st century problems | UNIT 11:
-(not) getting angry
- -isms
UNIT 12: CELEBRATING HEROES (page 110-119)
Grammar:
Future perfect;
Future continuous (review)
Future in the past


Functions and Speaking
Talking about things you’d intended to do but didn’t
Expressing anticipation | UNIT 12:
Awards
Success and failure


WordWise: Expressions with in"
